key_resp_scanner_trigger.keys,key_resp_scanner_trigger.rt,expName,participant,frameRate,randomization,session,date,
['equal'],[0.8842010498046875],WMLoc,testcode1,60.2631616758,a1,1,2017_Sep_27_1234,
